country_sector,country,icio_sector
HRV_C24A,HRV,C24A
HRV_C24B,HRV,C24B
HRV_C25,HRV,C25
HRV_C26,HRV,C26
HRV_C27,HRV,C27
HRV_C28,HRV,C28
HRV_C29,HRV,C29
HRV_C301,HRV,C301
HRV_C302T309,HRV,C302T309
HRV_C31T33,HRV,C31T33
HRV_D,HRV,D
HRV_E,HRV,E
HRV_F,HRV,F
HRV_G,HRV,G
HRV_H49,HRV,H49
HRV_H50,HRV,H50
HRV_H51,HRV,H51
HRV_H52,HRV,H52
HRV_H53,HRV,H53
HRV_I,HRV,I
HRV_J58T60,HRV,J58T60
HRV_J61,HRV,J61
HRV_J62_63,HRV,J62_63
HRV_K,HRV,K
HRV_L,HRV,L
HRV_M,HRV,M
HRV_N,HRV,N
HRV_O,HRV,O
HRV_P,HRV,P
HRV_Q,HRV,Q
HRV_R,HRV,R
HRV_S,HRV,S
HRV_T,HRV,T
HUN_A01,HUN,A01
HUN_A02,HUN,A02
HUN_A03,HUN,A03
HUN_B05,HUN,B05
HUN_B06,HUN,B06
HUN_B07,HUN,B07
HUN_B08,HUN,B08
HUN_B09,HUN,B09
HUN_C10T12,HUN,C10T12
HUN_C13T15,HUN,C13T15
HUN_C16,HUN,C16
HUN_C17_18,HUN,C17_18
HUN_C19,HUN,C19
HUN_C20,HUN,C20
HUN_C21,HUN,C21
HUN_C22,HUN,C22
HUN_C23,HUN,C23
HUN_C24A,HUN,C24A
HUN_C24B,HUN,C24B
HUN_C25,HUN,C25
HUN_C26,HUN,C26
HUN_C27,HUN,C27
HUN_C28,HUN,C28
HUN_C29,HUN,C29
HUN_C301,HUN,C301
HUN_C302T309,HUN,C302T309
HUN_C31T33,HUN,C31T33
HUN_D,HUN,D
HUN_E,HUN,E
HUN_F,HUN,F
HUN_G,HUN,G
HUN_H49,HUN,H49
HUN_H50,HUN,H50
HUN_H51,HUN,H51
HUN_H52,HUN,H52
HUN_H53,HUN,H53
HUN_I,HUN,I
HUN_J58T60,HUN,J58T60
HUN_J61,HUN,J61
HUN_J62_63,HUN,J62_63
HUN_K,HUN,K
HUN_L,HUN,L
HUN_M,HUN,M
HUN_N,HUN,N
HUN_O,HUN,O
HUN_P,HUN,P
HUN_Q,HUN,Q
HUN_R,HUN,R
HUN_S,HUN,S
HUN_T,HUN,T
IDN_A01,IDN,A01
IDN_A02,IDN,A02
IDN_A03,IDN,A03
IDN_B05,IDN,B05
IDN_B06,IDN,B06
IDN_B07,IDN,B07
IDN_B08,IDN,B08
IDN_B09,IDN,B09
IDN_C10T12,IDN,C10T12
IDN_C13T15,IDN,C13T15
IDN_C16,IDN,C16
IDN_C17_18,IDN,C17_18
IDN_C19,IDN,C19
IDN_C20,IDN,C20
IDN_C21,IDN,C21
IDN_C22,IDN,C22
IDN_C23,IDN,C23
IDN_C24A,IDN,C24A
IDN_C24B,IDN,C24B
IDN_C25,IDN,C25
IDN_C26,IDN,C26
IDN_C27,IDN,C27
IDN_C28,IDN,C28
IDN_C29,IDN,C29
IDN_C301,IDN,C301
IDN_C302T309,IDN,C302T309
IDN_C31T33,IDN,C31T33
IDN_D,IDN,D
IDN_E,IDN,E
IDN_F,IDN,F
IDN_G,IDN,G
IDN_H49,IDN,H49
IDN_H50,IDN,H50
IDN_H51,IDN,H51
IDN_H52,IDN,H52
IDN_H53,IDN,H53
IDN_I,IDN,I
IDN_J58T60,IDN,J58T60
IDN_J61,IDN,J61
IDN_J62_63,IDN,J62_63
IDN_K,IDN,K
IDN_L,IDN,L
IDN_M,IDN,M
IDN_N,IDN,N
IDN_O,IDN,O
IDN_P,IDN,P
IDN_Q,IDN,Q
IDN_R,IDN,R
IDN_S,IDN,S
IDN_T,IDN,T
IND_A01,IND,A01
IND_A02,IND,A02
IND_A03,IND,A03
IND_B05,IND,B05
IND_B06,IND,B06
IND_B07,IND,B07
IND_B08,IND,B08
IND_B09,IND,B09
IND_C10T12,IND,C10T12
IND_C13T15,IND,C13T15
IND_C16,IND,C16
IND_C17_18,IND,C17_18
IND_C19,IND,C19
IND_C20,IND,C20
IND_C21,IND,C21
IND_C22,IND,C22
IND_C23,IND,C23
IND_C24A,IND,C24A
IND_C24B,IND,C24B
IND_C25,IND,C25
IND_C26,IND,C26
IND_C27,IND,C27
IND_C28,IND,C28
IND_C29,IND,C29
IND_C301,IND,C301
IND_C302T309,IND,C302T309
IND_C31T33,IND,C31T33
IND_D,IND,D
IND_E,IND,E
IND_F,IND,F
IND_G,IND,G
IND_H49,IND,H49
IND_H50,IND,H50
IND_H51,IND,H51
IND_H52,IND,H52
IND_H53,IND,H53
IND_I,IND,I
IND_J58T60,IND,J58T60
IND_J61,IND,J61
IND_J62_63,IND,J62_63
IND_K,IND,K
IND_L,IND,L
IND_M,IND,M
IND_N,IND,N
IND_O,IND,O
IND_P,IND,P
IND_Q,IND,Q
IND_R,IND,R
IND_S,IND,S
IND_T,IND,T
IRL_A01,IRL,A01
IRL_A02,IRL,A02
IRL_A03,IRL,A03
IRL_B05,IRL,B05
IRL_B06,IRL,B06
IRL_B07,IRL,B07
IRL_B08,IRL,B08
IRL_B09,IRL,B09
IRL_C10T12,IRL,C10T12
IRL_C13T15,IRL,C13T15
IRL_C16,IRL,C16
IRL_C17_18,IRL,C17_18
IRL_C19,IRL,C19
IRL_C20,IRL,C20
IRL_C21,IRL,C21
IRL_C22,IRL,C22
IRL_C23,IRL,C23
IRL_C24A,IRL,C24A
IRL_C24B,IRL,C24B
IRL_C25,IRL,C25
IRL_C26,IRL,C26
IRL_C27,IRL,C27
IRL_C28,IRL,C28
IRL_C29,IRL,C29
IRL_C301,IRL,C301
IRL_C302T309,IRL,C302T309
IRL_C31T33,IRL,C31T33
IRL_D,IRL,D
IRL_E,IRL,E
IRL_F,IRL,F
IRL_G,IRL,G
IRL_H49,IRL,H49
IRL_H50,IRL,H50
IRL_H51,IRL,H51
IRL_H52,IRL,H52
IRL_H53,IRL,H53
IRL_I,IRL,I
IRL_J58T60,IRL,J58T60
IRL_J61,IRL,J61
IRL_J62_63,IRL,J62_63
IRL_K,IRL,K
IRL_L,IRL,L
IRL_M,IRL,M
IRL_N,IRL,N
IRL_O,IRL,O
IRL_P,IRL,P
IRL_Q,IRL,Q
IRL_R,IRL,R
IRL_S,IRL,S
IRL_T,IRL,T
ISL_A01,ISL,A01
ISL_A02,ISL,A02
ISL_A03,ISL,A03
ISL_B05,ISL,B05
ISL_B06,ISL,B06
ISL_B07,ISL,B07
ISL_B08,ISL,B08
ISL_B09,ISL,B09
ISL_C10T12,ISL,C10T12
ISL_C13T15,ISL,C13T15
ISL_C16,ISL,C16
ISL_C17_18,ISL,C17_18
ISL_C19,ISL,C19
ISL_C20,ISL,C20
ISL_C21,ISL,C21
ISL_C22,ISL,C22
ISL_C23,ISL,C23
ISL_C24A,ISL,C24A
ISL_C24B,ISL,C24B
ISL_C25,ISL,C25
ISL_C26,ISL,C26
ISL_C27,ISL,C27
ISL_C28,ISL,C28
ISL_C29,ISL,C29
ISL_C301,ISL,C301
ISL_C302T309,ISL,C302T309
ISL_C31T33,ISL,C31T33
ISL_D,ISL,D
ISL_E,ISL,E
ISL_F,ISL,F
ISL_G,ISL,G
ISL_H49,ISL,H49
ISL_H50,ISL,H50
ISL_H51,ISL,H51
ISL_H52,ISL,H52
ISL_H53,ISL,H53
ISL_I,ISL,I
ISL_J58T60,ISL,J58T60
ISL_J61,ISL,J61
ISL_J62_63,ISL,J62_63
ISL_K,ISL,K
ISL_L,ISL,L
ISL_M,ISL,M
ISL_N,ISL,N
ISL_O,ISL,O
ISL_P,ISL,P
ISL_Q,ISL,Q
ISL_R,ISL,R
ISL_S,ISL,S
ISL_T,ISL,T
ISR_A01,ISR,A01
ISR_A02,ISR,A02
ISR_A03,ISR,A03
ISR_B05,ISR,B05
ISR_B06,ISR,B06
ISR_B07,ISR,B07
ISR_B08,ISR,B08
ISR_B09,ISR,B09
ISR_C10T12,ISR,C10T12
ISR_C13T15,ISR,C13T15
ISR_C16,ISR,C16
ISR_C17_18,ISR,C17_18
ISR_C19,ISR,C19
ISR_C20,ISR,C20
ISR_C21,ISR,C21
ISR_C22,ISR,C22
ISR_C23,ISR,C23
ISR_C24A,ISR,C24A
ISR_C24B,ISR,C24B
ISR_C25,ISR,C25
ISR_C26,ISR,C26
ISR_C27,ISR,C27
ISR_C28,ISR,C28
ISR_C29,ISR,C29
ISR_C301,ISR,C301
ISR_C302T309,ISR,C302T309
ISR_C31T33,ISR,C31T33
ISR_D,ISR,D
ISR_E,ISR,E
ISR_F,ISR,F
ISR_G,ISR,G
ISR_H49,ISR,H49
ISR_H50,ISR,H50
ISR_H51,ISR,H51
ISR_H52,ISR,H52
ISR_H53,ISR,H53
ISR_I,ISR,I
ISR_J58T60,ISR,J58T60
ISR_J61,ISR,J61
ISR_J62_63,ISR,J62_63
ISR_K,ISR,K
ISR_L,ISR,L
ISR_M,ISR,M
ISR_N,ISR,N
ISR_O,ISR,O
ISR_P,ISR,P
ISR_Q,ISR,Q
ISR_R,ISR,R
ISR_S,ISR,S
ISR_T,ISR,T
ITA_A01,ITA,A01
ITA_A02,ITA,A02
ITA_A03,ITA,A03
ITA_B05,ITA,B05
ITA_B06,ITA,B06
ITA_B07,ITA,B07
ITA_B08,ITA,B08
ITA_B09,ITA,B09
ITA_C10T12,ITA,C10T12
ITA_C13T15,ITA,C13T15
ITA_C16,ITA,C16
ITA_C17_18,ITA,C17_18
ITA_C19,ITA,C19
ITA_C20,ITA,C20
ITA_C21,ITA,C21
ITA_C22,ITA,C22
ITA_C23,ITA,C23
ITA_C24A,ITA,C24A
ITA_C24B,ITA,C24B
ITA_C25,ITA,C25
ITA_C26,ITA,C26
ITA_C27,ITA,C27
ITA_C28,ITA,C28
ITA_C29,ITA,C29
ITA_C301,ITA,C301
ITA_C302T309,ITA,C302T309
ITA_C31T33,ITA,C31T33
ITA_D,ITA,D
ITA_E,ITA,E
ITA_F,ITA,F
ITA_G,ITA,G
ITA_H49,ITA,H49
ITA_H50,ITA,H50
ITA_H51,ITA,H51
ITA_H52,ITA,H52
ITA_H53,ITA,H53
ITA_I,ITA,I
ITA_J58T60,ITA,J58T60
ITA_J61,ITA,J61
ITA_J62_63,ITA,J62_63
ITA_K,ITA,K
ITA_L,ITA,L
ITA_M,ITA,M
ITA_N,ITA,N
ITA_O,ITA,O
ITA_P,ITA,P
ITA_Q,ITA,Q
ITA_R,ITA,R
ITA_S,ITA,S
ITA_T,ITA,T
JOR_A01,JOR,A01
JOR_A02,JOR,A02
JOR_A03,JOR,A03
JOR_B05,JOR,B05
JOR_B06,JOR,B06
JOR_B07,JOR,B07
JOR_B08,JOR,B08
JOR_B09,JOR,B09
JOR_C10T12,JOR,C10T12
JOR_C13T15,JOR,C13T15
JOR_C16,JOR,C16
JOR_C17_18,JOR,C17_18
JOR_C19,JOR,C19
JOR_C20,JOR,C20
JOR_C21,JOR,C21
JOR_C22,JOR,C22
JOR_C23,JOR,C23
JOR_C24A,JOR,C24A
JOR_C24B,JOR,C24B
JOR_C25,JOR,C25
JOR_C26,JOR,C26
JOR_C27,JOR,C27
JOR_C28,JOR,C28
JOR_C29,JOR,C29
JOR_C301,JOR,C301
JOR_C302T309,JOR,C302T309
JOR_C31T33,JOR,C31T33
JOR_D,JOR,D
JOR_E,JOR,E
JOR_F,JOR,F
JOR_G,JOR,G
JOR_H49,JOR,H49
JOR_H50,JOR,H50
JOR_H51,JOR,H51
JOR_H52,JOR,H52
JOR_H53,JOR,H53
JOR_I,JOR,I
JOR_J58T60,JOR,J58T60
JOR_J61,JOR,J61
JOR_J62_63,JOR,J62_63
JOR_K,JOR,K
JOR_L,JOR,L
JOR_M,JOR,M
JOR_N,JOR,N
JOR_O,JOR,O
JOR_P,JOR,P
JOR_Q,JOR,Q
JOR_R,JOR,R
JOR_S,JOR,S
JOR_T,JOR,T
JPN_A01,JPN,A01
JPN_A02,JPN,A02
JPN_A03,JPN,A03
JPN_B05,JPN,B05
JPN_B06,JPN,B06
JPN_B07,JPN,B07
JPN_B08,JPN,B08
JPN_B09,JPN,B09
JPN_C10T12,JPN,C10T12
JPN_C13T15,JPN,C13T15
JPN_C16,JPN,C16
JPN_C17_18,JPN,C17_18
JPN_C19,JPN,C19
JPN_C20,JPN,C20
JPN_C21,JPN,C21
JPN_C22,JPN,C22
JPN_C23,JPN,C23
JPN_C24A,JPN,C24A
JPN_C24B,JPN,C24B
JPN_C25,JPN,C25
JPN_C26,JPN,C26
JPN_C27,JPN,C27
JPN_C28,JPN,C28
JPN_C29,JPN,C29
JPN_C301,JPN,C301
JPN_C302T309,JPN,C302T309
JPN_C31T33,JPN,C31T33
JPN_D,JPN,D
JPN_E,JPN,E
JPN_F,JPN,F
JPN_G,JPN,G
JPN_H49,JPN,H49
JPN_H50,JPN,H50
JPN_H51,JPN,H51
JPN_H52,JPN,H52
JPN_H53,JPN,H53
JPN_I,JPN,I
JPN_J58T60,JPN,J58T60
JPN_J61,JPN,J61
JPN_J62_63,JPN,J62_63
JPN_K,JPN,K
JPN_L,JPN,L
JPN_M,JPN,M
JPN_N,JPN,N
JPN_O,JPN,O
JPN_P,JPN,P
JPN_Q,JPN,Q
JPN_R,JPN,R
JPN_S,JPN,S
JPN_T,JPN,T
KAZ_A01,KAZ,A01
KAZ_A02,KAZ,A02
KAZ_A03,KAZ,A03
KAZ_B05,KAZ,B05
KAZ_B06,KAZ,B06
KAZ_B07,KAZ,B07
KAZ_B08,KAZ,B08
KAZ_B09,KAZ,B09
KAZ_C10T12,KAZ,C10T12
KAZ_C13T15,KAZ,C13T15
KAZ_C16,KAZ,C16
KAZ_C17_18,KAZ,C17_18
KAZ_C19,KAZ,C19
KAZ_C20,KAZ,C20
KAZ_C21,KAZ,C21
KAZ_C22,KAZ,C22
KAZ_C23,KAZ,C23
KAZ_C24A,KAZ,C24A
KAZ_C24B,KAZ,C24B
KAZ_C25,KAZ,C25
KAZ_C26,KAZ,C26
KAZ_C27,KAZ,C27
KAZ_C28,KAZ,C28
KAZ_C29,KAZ,C29
KAZ_C301,KAZ,C301
KAZ_C302T309,KAZ,C302T309
KAZ_C31T33,KAZ,C31T33
KAZ_D,KAZ,D
KAZ_E,KAZ,E
KAZ_F,KAZ,F
KAZ_G,KAZ,G
KAZ_H49,KAZ,H49
KAZ_H50,KAZ,H50
KAZ_H51,KAZ,H51
KAZ_H52,KAZ,H52
KAZ_H53,KAZ,H53
KAZ_I,KAZ,I
KAZ_J58T60,KAZ,J58T60
KAZ_J61,KAZ,J61
KAZ_J62_63,KAZ,J62_63
KAZ_K,KAZ,K
KAZ_L,KAZ,L
KAZ_M,KAZ,M
KAZ_N,KAZ,N
KAZ_O,KAZ,O
KAZ_P,KAZ,P
KAZ_Q,KAZ,Q
KAZ_R,KAZ,R
KAZ_S,KAZ,S
KAZ_T,KAZ,T
KHM_A01,KHM,A01
KHM_A02,KHM,A02
KHM_A03,KHM,A03
KHM_B05,KHM,B05
KHM_B06,KHM,B06
KHM_B07,KHM,B07
KHM_B08,KHM,B08
KHM_B09,KHM,B09
KHM_C10T12,KHM,C10T12
KHM_C13T15,KHM,C13T15
KHM_C16,KHM,C16
KHM_C17_18,KHM,C17_18
KHM_C19,KHM,C19
KHM_C20,KHM,C20
KHM_C21,KHM,C21
KHM_C22,KHM,C22
KHM_C23,KHM,C23
KHM_C24A,KHM,C24A
KHM_C24B,KHM,C24B
KHM_C25,KHM,C25
KHM_C26,KHM,C26
KHM_C27,KHM,C27
KHM_C28,KHM,C28
KHM_C29,KHM,C29
KHM_C301,KHM,C301
KHM_C302T309,KHM,C302T309
KHM_C31T33,KHM,C31T33
KHM_D,KHM,D
KHM_E,KHM,E
KHM_F,KHM,F
KHM_G,KHM,G
KHM_H49,KHM,H49
KHM_H50,KHM,H50
KHM_H51,KHM,H51
KHM_H52,KHM,H52
KHM_H53,KHM,H53
KHM_I,KHM,I
KHM_J58T60,KHM,J58T60
KHM_J61,KHM,J61
KHM_J62_63,KHM,J62_63
KHM_K,KHM,K
KHM_L,KHM,L
KHM_M,KHM,M
KHM_N,KHM,N
KHM_O,KHM,O
KHM_P,KHM,P
KHM_Q,KHM,Q
KHM_R,KHM,R
KHM_S,KHM,S
KHM_T,KHM,T
KOR_A01,KOR,A01
KOR_A02,KOR,A02
KOR_A03,KOR,A03
KOR_B05,KOR,B05
KOR_B06,KOR,B06
KOR_B07,KOR,B07
KOR_B08,KOR,B08
KOR_B09,KOR,B09
KOR_C10T12,KOR,C10T12
KOR_C13T15,KOR,C13T15
KOR_C16,KOR,C16
KOR_C17_18,KOR,C17_18
KOR_C19,KOR,C19
KOR_C20,KOR,C20
KOR_C21,KOR,C21
KOR_C22,KOR,C22
KOR_C23,KOR,C23
KOR_C24A,KOR,C24A
KOR_C24B,KOR,C24B
KOR_C25,KOR,C25
KOR_C26,KOR,C26
KOR_C27,KOR,C27
KOR_C28,KOR,C28
KOR_C29,KOR,C29
KOR_C301,KOR,C301
KOR_C302T309,KOR,C302T309
KOR_C31T33,KOR,C31T33
KOR_D,KOR,D
KOR_E,KOR,E
KOR_F,KOR,F
KOR_G,KOR,G
KOR_H49,KOR,H49
KOR_H50,KOR,H50
KOR_H51,KOR,H51
KOR_H52,KOR,H52
KOR_H53,KOR,H53
KOR_I,KOR,I
KOR_J58T60,KOR,J58T60
KOR_J61,KOR,J61
KOR_J62_63,KOR,J62_63
KOR_K,KOR,K
KOR_L,KOR,L
KOR_M,KOR,M
KOR_N,KOR,N
KOR_O,KOR,O
KOR_P,KOR,P
KOR_Q,KOR,Q
KOR_R,KOR,R
KOR_S,KOR,S
KOR_T,KOR,T
LAO_A01,LAO,A01
LAO_A02,LAO,A02
LAO_A03,LAO,A03
LAO_B05,LAO,B05
LAO_B06,LAO,B06
LAO_B07,LAO,B07
LAO_B08,LAO,B08
LAO_B09,LAO,B09
LAO_C10T12,LAO,C10T12
LAO_C13T15,LAO,C13T15
LAO_C16,LAO,C16
LAO_C17_18,LAO,C17_18
LAO_C19,LAO,C19
LAO_C20,LAO,C20
LAO_C21,LAO,C21
LAO_C22,LAO,C22
LAO_C23,LAO,C23
LAO_C24A,LAO,C24A
LAO_C24B,LAO,C24B
LAO_C25,LAO,C25
LAO_C26,LAO,C26
LAO_C27,LAO,C27
LAO_C28,LAO,C28
LAO_C29,LAO,C29
LAO_C301,LAO,C301
LAO_C302T309,LAO,C302T309
LAO_C31T33,LAO,C31T33
LAO_D,LAO,D
LAO_E,LAO,E
LAO_F,LAO,F
LAO_G,LAO,G
LAO_H49,LAO,H49
LAO_H50,LAO,H50
LAO_H51,LAO,H51
LAO_H52,LAO,H52
LAO_H53,LAO,H53
LAO_I,LAO,I
LAO_J58T60,LAO,J58T60
LAO_J61,LAO,J61
LAO_J62_63,LAO,J62_63
LAO_K,LAO,K
LAO_L,LAO,L
LAO_M,LAO,M
LAO_N,LAO,N
LAO_O,LAO,O
LAO_P,LAO,P
LAO_Q,LAO,Q
LAO_R,LAO,R
LAO_S,LAO,S
LAO_T,LAO,T
LTU_A01,LTU,A01
LTU_A02,LTU,A02
LTU_A03,LTU,A03
LTU_B05,LTU,B05
LTU_B06,LTU,B06
LTU_B07,LTU,B07
LTU_B08,LTU,B08
LTU_B09,LTU,B09
LTU_C10T12,LTU,C10T12
LTU_C13T15,LTU,C13T15
LTU_C16,LTU,C16
LTU_C17_18,LTU,C17_18
LTU_C19,LTU,C19
LTU_C20,LTU,C20
LTU_C21,LTU,C21
LTU_C22,LTU,C22
LTU_C23,LTU,C23
LTU_C24A,LTU,C24A
LTU_C24B,LTU,C24B
LTU_C25,LTU,C25
LTU_C26,LTU,C26
LTU_C27,LTU,C27
LTU_C28,LTU,C28
LTU_C29,LTU,C29
LTU_C301,LTU,C301
LTU_C302T309,LTU,C302T309
LTU_C31T33,LTU,C31T33
LTU_D,LTU,D
LTU_E,LTU,E
LTU_F,LTU,F
LTU_G,LTU,G
LTU_H49,LTU,H49
LTU_H50,LTU,H50
LTU_H51,LTU,H51
LTU_H52,LTU,H52
LTU_H53,LTU,H53
LTU_I,LTU,I
LTU_J58T60,LTU,J58T60
LTU_J61,LTU,J61
LTU_J62_63,LTU,J62_63
LTU_K,LTU,K
LTU_L,LTU,L
LTU_M,LTU,M
LTU_N,LTU,N
LTU_O,LTU,O
LTU_P,LTU,P
LTU_Q,LTU,Q
LTU_R,LTU,R
LTU_S,LTU,S
LTU_T,LTU,T
LUX_A01,LUX,A01
LUX_A02,LUX,A02
LUX_A03,LUX,A03
LUX_B05,LUX,B05
LUX_B06,LUX,B06
LUX_B07,LUX,B07
LUX_B08,LUX,B08
LUX_B09,LUX,B09
LUX_C10T12,LUX,C10T12
LUX_C13T15,LUX,C13T15
LUX_C16,LUX,C16
LUX_C17_18,LUX,C17_18
LUX_C19,LUX,C19
LUX_C20,LUX,C20
LUX_C21,LUX,C21
LUX_C22,LUX,C22
LUX_C23,LUX,C23
LUX_C24A,LUX,C24A
LUX_C24B,LUX,C24B
LUX_C25,LUX,C25
LUX_C26,LUX,C26
LUX_C27,LUX,C27
LUX_C28,LUX,C28
LUX_C29,LUX,C29
LUX_C301,LUX,C301
LUX_C302T309,LUX,C302T309
LUX_C31T33,LUX,C31T33
LUX_D,LUX,D
LUX_E,LUX,E
LUX_F,LUX,F
LUX_G,LUX,G
LUX_H49,LUX,H49
LUX_H50,LUX,H50
LUX_H51,LUX,H51
LUX_H52,LUX,H52
LUX_H53,LUX,H53
LUX_I,LUX,I
LUX_J58T60,LUX,J58T60
LUX_J61,LUX,J61
LUX_J62_63,LUX,J62_63
LUX_K,LUX,K
LUX_L,LUX,L
LUX_M,LUX,M
LUX_N,LUX,N
LUX_O,LUX,O
LUX_P,LUX,P
LUX_Q,LUX,Q
LUX_R,LUX,R
LUX_S,LUX,S
LUX_T,LUX,T
LVA_A01,LVA,A01
LVA_A02,LVA,A02
LVA_A03,LVA,A03
LVA_B05,LVA,B05
LVA_B06,LVA,B06
LVA_B07,LVA,B07
LVA_B08,LVA,B08
LVA_B09,LVA,B09
LVA_C10T12,LVA,C10T12
LVA_C13T15,LVA,C13T15
LVA_C16,LVA,C16
LVA_C17_18,LVA,C17_18
LVA_C19,LVA,C19
LVA_C20,LVA,C20
LVA_C21,LVA,C21
LVA_C22,LVA,C22
LVA_C23,LVA,C23
LVA_C24A,LVA,C24A
LVA_C24B,LVA,C24B
LVA_C25,LVA,C25
LVA_C26,LVA,C26
LVA_C27,LVA,C27
LVA_C28,LVA,C28
LVA_C29,LVA,C29
LVA_C301,LVA,C301
LVA_C302T309,LVA,C302T309
